account_id,account_iban,account_currency,account_open_date,account_close_date
8150797a-2992-4685-845e-ef742d789f64,CH5028981831881214102,CHF,2017-07-12,
fe663cdf-0ced-4563-999e-78949d1acf42,CH0987706568957525474,CHF,2019-01-10,
8bbd33e3-35d3-4eca-b2b3-026efb14f36b,CH1993580163517347260,CHF,2022-07-07,
325a647a-0564-40b8-a7b3-649124624040,CH7822595215823142576,CHF,2020-02-09,
1fc56f7f-cd4b-43b3-bb05-7731ef9cc934,CH0317899934400017665,CHF,2013-01-08,
f34cdbfa-01f4-43c8-a1d1-05142ac2a1a8,CH6604067042695435323,CHF,2014-05-19,
3fb47952-5a79-4c1d-901c-6105758a0598,CH5864630064411689248,CHF,2018-12-26,
938694d8-03bd-45f9-9da6-ecfccfd9de78,CH6622054691285379838,CHF,2018-08-27,
efdaf472-0316-43a9-8394-a83fe4a49512,CH6839736432629711406,CHF,2020-10-20,
a5f38f04-f958-4e4b-8423-b541277bf81b,CH4899130151444897863,CHF,2010-08-14,
278515fa-eaa3-4217-a802-1e75ab15d2ff,CH0597034585113764236,CHF,2014-09-11,
4821bfc0-1911-4340-a85c-8fd19e94a9dd,CH2444360715046565784,CHF,2021-05-12,
1367f4be-ef33-4928-a9d1-d96dba38de52,CH4089336887222130084,CHF,2016-02-22,
5a1fa717-08dc-46bd-b6c0-424ceaaf412d,CH0327689596847964934,CHF,2017-12-02,
91b08894-c9c3-4f32-988e-070389364499,CH7772797863767225833,CHF,2016-06-03,
48b8e255-a8af-4e02-9c53-2ba3c9d53302,CH2359762864539144858,CHF,2011-08-02,
9c714cc9-faef-4f2d-9321-cea7965ced5d,CH8401616775058952667,CHF,2014-08-26,
919233c8-e3b6-4f06-9e5a-00a8321ce133,CH3383825123553826028,CHF,2022-08-01,
91fffb57-91af-4d2d-868c-82d03dcd0ed3,CH9071895411009872043,CHF,2017-04-25,
0f7969b3-8916-4239-a59e-673c816b938c,CH1944568075063140469,CHF,2021-10-11,
375265d1-1373-4b43-88fe-d014e8d4ed17,CH5912785843817608930,CHF,2018-01-06,
4292d5a6-04bd-4834-a592-3dea0ab76a47,CH0375317755872058740,CHF,2010-10-06,
4f1f6b55-b490-4cfc-aaeb-09b2e43d087a,CH6219675365841998750,CHF,2014-01-08,
24099c94-2f00-42e6-8fb8-e5020d329fc9,CH6164190892709008024,CHF,2012-07-29,
de1cd995-9b66-430d-a403-3410480df769,CH7233403086271057880,CHF,2016-05-07,
00d5a944-7583-411c-85e2-ddfd7decbe26,CH7938425591411688386,CHF,2022-06-03,
102efef3-57f9-4065-aa29-a972bfe32856,CH0992580247036560152,CHF,2014-11-19,
5a233266-5b7b-4c29-af1d-7bae442f3725,CH6698479328911191528,CHF,2015-02-19,
cb669926-9d6c-4d91-b37f-f84dd067d26a,CH5346796908847352611,CHF,2022-09-18,
687bab03-3b94-4d7b-a256-fd5713257086,CH7393154200989585998,CHF,2018-11-01,
7be90c5a-3704-4db2-852b-943f321f2d79,CH4637416669357766754,CHF,2020-03-17,
30018e9c-e2ae-4df7-93d7-3a974728816c,CH4979905540754855762,CHF,2012-09-12,
bbb5d429-7377-4659-93e8-96f46fabb488,CH7938216424860727602,CHF,2017-09-20,
c8550f6c-4631-426f-ab66-299ac36e9197,CH9434181534425202700,CHF,2020-11-14,
b1f9d4b6-5167-413e-8769-188fc0fce5d1,CH3644486197725640803,CHF,2015-08-29,
d800b1bd-267d-449e-8f9a-1d3de93b0a28,CH9619314059123068800,CHF,2011-03-01,
1b36dd13-97b1-43ab-93c3-836d380a7de0,CH5914564973177438556,CHF,2015-10-07,
82bfbec7-f20c-4987-a1d1-3919d7d5fd5b,CH4681027966050902501,CHF,2016-10-06,
e8e19108-9ca6-428c-ab64-4ebfec73d7c9,CH6940658030079362648,CHF,2020-05-22,
54e9a1a8-58df-41f8-be24-7a565d3a57ca,CH0763225036870205387,CHF,2017-12-01,
f19e2c85-5b6b-4b0d-a69a-92814ed6d05a,CH1838521943946207900,CHF,2014-08-11,
8b6fb1bb-595e-4125-b716-cf3b5288cda0,DE49506970556735627335,EUR,2018-09-09,
7e970d64-ec3b-45ec-a0fa-15eacab7727b,CH1525798351871719205,CHF,2018-08-14,
e0b25c25-88b6-4263-a02a-8682ec8e2410,CH9026254281798171241,CHF,2021-02-13,
b525f9af-3147-4084-b2e7-5c0332bf1b5b,CH7931133349394502953,CHF,2021-02-03,
81a132c0-4366-416a-91d1-05508465e819,CH2203493173453158726,CHF,2019-12-31,
4ddff804-dac9-4627-b538-84e8398644c8,CH8316523039423093009,CHF,2021-05-24,
22fa5a9e-029c-49a8-88d2-4d6022c0b30a,CH4216007536521910147,CHF,2013-03-20,
d52ec4b0-8d4a-4e0e-bc6d-ab9d48ec8f4c,CH6211852089836698012,CHF,2018-01-28,
6967e62b-58b7-455b-a6fa-f1d42f05891b,CH6268824036078153508,CHF,2014-12-15,
9225a6c5-635d-4eac-b2ee-b49e13730691,CH7144578363426051443,CHF,2011-03-13,
876b445a-6f20-4a21-b907-76090a3e7e49,CH4725205242257562438,CHF,2010-08-23,
4d05e72e-6762-42b3-a419-9958932a8247,CH8126909710431774079,CHF,2015-11-16,
e5839953-4d5f-4f93-bff2-bada9cb0c64a,CH0841548000298971431,CHF,2019-10-16,
7fef6291-f3f9-49b8-a047-4512c8707346,CH7235432090030931249,CHF,2019-10-02,
af25db02-3bf5-4a78-851c-c254c27e50b9,FR2224869586602995127138981,EUR,2016-10-10,
a8cabb8a-3ae6-45f3-b645-463b6b222e1d,UTDZPACJ,PAB,2010-08-15,
bdcb7e5c-349c-4533-adab-fc71b34f7a20,FR5586695744812088998315701,EUR,2017-02-23,
b4717431-71c1-4702-a1fc-23805821d604,CH4726985582943181747,CHF,2016-03-25,
a4d7562e-940d-4db6-86fb-bc07fcfe220a,CH3440400704506509058,CHF,2014-12-21,
f898ddb1-55c4-4ade-adea-1894351191b9,FR6022784664098472633700036,EUR,2020-07-21,
6840265c-83a0-417d-9eb6-b6e56505d03f,CH3300504337876420961,CHF,2020-12-09,
45ea64ed-65b0-48cf-9db6-fa24a4889a38,SUIIPA2V,PAB,2013-11-11,
7639a437-1134-47d5-b78f-984d5830f374,ZMXSPAIUU21,PAB,2019-04-03,
a08a9001-f704-486e-a888-d7c90f8bbf59,CH4128422366776220216,CHF,2015-01-20,
5273178a-caf1-4658-9bd6-86712c6aedc7,CH1598920634491336038,CHF,2013-08-30,
8d8ce609-bf73-4964-91c3-c772f5f5909a,CH2182274867156069664,CHF,2010-04-28,
3a1e7b8a-fd93-4427-89bf-72069bcba047,CH6768679970945584004,CHF,2015-02-12,
6c91ea41-ab01-43dd-92ed-1324628cee90,CH3793881955861555824,CHF,2015-09-29,
67bd375b-ca57-464b-b1ff-ad991d2d9bda,CH3610195470019009488,CHF,2014-12-19,
a9b2aaed-ee6a-4977-a21a-5b02441bfa8d,CH2206456723625367763,CHF,2014-05-07,
37d63592-c86e-446a-96e7-9c74cdb65427,FR6451442465965626878002125,EUR,2018-11-27,
c1075145-2335-458f-84f1-06a6d96152a2,CH2291559673986465589,CHF,2011-06-27,
3b594b30-efe0-43b5-83e9-bec35d974a5e,CH4668361256302052450,CHF,2016-07-02,
8145a137-cd29-4cbd-b777-069db7682fd8,CH4594084669274557717,CHF,2014-03-07,
dd464ab2-da03-4149-9f15-613763312134,CH6215420059680479836,CHF,2019-10-08,
c33429df-75e5-4d60-a15b-c18390c00104,DE57814841325378190104,EUR,2013-06-23,
0f61a6de-cf2e-44c3-b25c-94868e399e5f,CH9646523432612812197,CHF,2011-08-25,
25df546e-3f7c-448a-b31a-e6795d19f2cf,CH3965522024301009799,CHF,2019-11-24,
871c5aaa-4fe0-47ab-86c3-52ff9c71d950,CH2511426900288732323,CHF,2015-11-20,
12cd94fd-8364-4688-9531-b274aa1c5e8a,CH1344533849179049732,CHF,2019-01-15,
6f198ae0-2e36-42e7-8ee7-f84c878134c8,CH9482818699463888293,CHF,2011-01-23,
07d26238-62ec-4c4f-8212-c046279b5e47,CH5494563140141387954,CHF,2020-01-29,
b45f0d91-badc-43ff-bdc3-31f1a9be6e0a,CH7788335389756066552,CHF,2014-05-22,
397b42e9-a84c-400c-9afa-bbff5937a35a,CH3781132161239041539,CHF,2018-12-27,
e1e0ae32-2cf2-40e2-983a-86f21db788a7,CH1366210827955094643,CHF,2017-05-20,
68c274e6-0b67-4fcb-80f8-b7a388b7e613,CH3422403118910038681,CHF,2022-02-21,
e25b4950-950d-48f2-a652-746355051768,CH2153037463286374539,CHF,2021-05-14,
f39034de-8677-400e-bdd3-4206461b6507,FR9856685692726443251865974,EUR,2020-06-30,
e735ba54-5985-408c-81b6-66d0e6b6d264,CH5839124096962282026,CHF,2013-07-29,
5b4a2e10-1a36-4728-90c4-458d2c960f00,CH8440761534187874750,CHF,2011-12-18,
60c8670b-6248-42df-92b5-3629f154e849,CH4164569783378859945,CHF,2020-01-04,
fb72f4b6-4ae3-4933-b51b-21665dc8ff18,CH9042337274930606044,CHF,2018-03-11,
8df4b22a-2eb1-46db-9211-810adb9cf996,CH1123668785585937180,CHF,2010-11-10,
f1ceab59-efbf-4cee-8414-a5ddcb0eac03,CH8426666581050075094,CHF,2016-03-30,
7a582c88-6af1-48d3-badb-fb7114105c2a,CH2959563723758265422,CHF,2017-03-07,
93a88bb4-32d1-4baa-8909-81260fa74393,CH5061080450896109875,CHF,2012-06-06,
50eb4452-1a28-4ea9-868c-ccf7a711f3a1,CH9035508869034473440,CHF,2021-11-21,
